Key	Value
[NAME]见对方招数精奇，先失了胆气。只得卖了个破绽，付出受了几处伤的代价借遁光逃离。	[NAME] เห็นความวุ่นวายในการเคลื่อนไหวของอีกฝ่ายและสูญเสียความกล้า [ITS] ไปทันที [IT] ต้องตีราคาเพื่อให้สามารถหลบหนีได้
[SCHOOL]为迎接[NAME]来临，派遣诸多弟子相迎。恭敬的无以复加。[NAME]乐得自在，在[SCHOOL]逍遥了几天，而后离去。	[SCHOOL] ให้สาวกทุกคนมาทักทาย [NAME] พวกเขาน่านับถือเท่าที่จะทำได้ [NAME] สบายใจอยู่ที่ [SCHOOL] สองสามวันแล้วก็ออกไป
[NAME]拜访了[SCHOOL]的掌门，掌门十分感谢[NAME]的门派这些年对[SCHOOL]的弟子的关照。他代表[SCHOOL]将镇派法宝赠与[NAME]。希望两派可以在将来继续守望相助，友谊长存。	[NAME] ไปเยี่ยมหัวหน้าของ [SCHOOL] ซึ่งขอบคุณ [ENHIM] อย่างล้นเหลือสำหรับการดูแล [ITS] ของโรงเรียนสำหรับสาวกของ [NAME] ตลอดหลายปีที่ผ่านมา [HE] นำเสนอ Artifact ให้ [NAME] ในนามของ [SCHOOL] [ITS] หวังว่าทั้งสองโรงเรียนจะสามารถรักษาเจตนารมณ์แห่งความร่วมมือและมิตรภาพต่อไปได้อีกหลายปี
红云神砂	ชาดเมฆแดง
丹霞宗镇派法宝，以万年朱砂炼制，破一切邪秽。	สิ่งประดิษฐ์ชั้นยอดของ Sunshade Abode ซึ่งกลั่นจากชาดในช่วงเวลาหนึ่งหมื่นปีสามารถกำจัดสิ่งชั่วร้ายใด ๆ ทั้งหมดออกไปได้
天莲剑	ดอกบัวขาว
昆仑宫镇派法宝，以五色金莲为胎铸成剑形，深具灵性。	สิ่งประดิษฐ์ที่ดีที่สุดของพระราชวังคุนหลุนถูกสร้างขึ้นจากดอกบัวปริซึมและฝังแน่นด้วยแก่นแท้ทางจิตวิญญาณ
天极神针	เข็มศักดิ์สิทธิ์
极天宫镇派法宝，以天地灵药琅琊果为材料制成针体，又用天雷淬炼百年而成。	อาวุธศักดิ์สิทธิ์ที่มีเข็มขัดเกลาจากผลไม้ปราชญ์เป็นเวลาร้อยปี
紫霞锁云镯	สร้อยข้อมือทไวไลท์
紫霄宗镇派法宝，以天地灵药木枯藤打造而成，威力不凡。	สร้อยข้อมือนี้เป็นสิ่งประดิษฐ์ชั้นยอดที่คิดค้นโดยวัดเมฆสีม่วงจากเถาวัลย์ตะปุ่มตะป่ำของต้นไม้สมุนไพรในหมู่บ้านท้องถิ่นห่างไกล
五雷镇狱神符	Thunder Talisman
玄一道镇派之宝，以太古陨星为原料制成的法宝，上面刻五雷天心正法，威力惊人。	มรดกสืบทอดที่มีค่าที่สุดของ Mystic Unity Sect สิ่งประดิษฐ์ที่ทำจากอุกกาบาตโลหะโบราณที่มี Way of Celestial Heart ฝังแน่นอยู่ในนั้นพลังของมันก็แทบจะสั่นสะเทือน
青索剑	ใบมีด Azure
青莲剑宗镇派之宝，以陨星之铁锻造，锋利无匹。	ใบมีดสีฟ้าเป็นสมบัติที่สร้างขึ้นจากอุกกาบาตที่ตกลงมาซึ่งมีความคมชัดโดยไม่มีใครเทียบได้
寒织五云帕	ผ้าพันคอ Frostcloud
栖霞宗镇派之宝，以冰蚕丝织成，神妙非常。	ผ้าพันคอผืนนี้ตัดเย็บจากฟรอสซิลที่เป็นสมบัติล้ำค่า การสานมีความประณีต
百灵腐仙剑	ดาบวิญญาณทุจริต
百蛮山镇派邪剑，以数百妖兽内丹铸成，一旦祭出，邪气滔天。	ดาบที่เสียหายของ Mt. แมลงนับร้อยที่สร้างขึ้นจากแกนในของปีศาจหลายร้อยตัว เมื่อดึงออกมาดาบนี้ทำให้อากาศเต็มไปด้วยออร่าชั่วร้าย
元磁两心环	แกนแม่เหล็กคู่
七仟坞镇派之宝，威力惊人且深具灵性，传说法宝有自我意识，只要认主，哪怕是白痴都可以使用。	สมบัติของ Pit of Doom ของที่ระลึกนี้อาจทำให้ผู้คนตกใจและเต็มไปด้วยแก่นแท้ทางจิตวิญญาณ ว่ากันว่าพระบรมสารีริกธาตุนี้มีสติสัมปชัญญะในตัวเอง
七杀剑	Blade of the Seven Deaths
黑山镇派之宝，历经数次正邪大战，无物不斩。	สมบัติของ Mt. แบล็คสโตนใบมีดนี้ได้เห็นสงครามต่างๆที่เต็มไปด้วยความชั่วร้าย
合欢铃	ระฆังร่าเริง
合欢派镇派法宝，用千棱神玉制成，细看之下有神光流转其中。	สมบัติของสำนัก Exultant ที่สร้างขึ้นจาก Divine Jade การมองใกล้ ๆ เผยให้เห็นแสงศักดิ์สิทธิ์ที่ไหลออกมาจากมัน
[NAME]拜访了[SCHOOL]的掌门，掌门十分感谢[NAME]的门派这些年对[SCHOOL]的弟子的关照。他代表[SCHOOL]将一本上古时期人类炼体大能所创的功法赠予[NAME]。希望两派可以在将来继续守望相助，友谊长存。	[NAME] ไปเยี่ยมหัวหน้าของ [SCHOOL] ซึ่งขอบคุณ [NAME] อย่างล้นเหลือสำหรับ [ITS] ที่ดูแลสาวกของ [SCHOOL] ตลอดหลายปีที่ผ่านมา ในนามของ [SCHOOL] [HE] มอบหนังสือกฎที่สร้างโดยปรมาจารย์ทางกายภาพโบราณให้กับ [NAME] เพื่อเป็นการแสดงความปรารถนาดีโดยหวังว่าทั้งสองโรงเรียนจะสามารถรักษาเจตนารมณ์ของความร่วมมือและมิตรภาพต่อไปได้ อีกหลายปีข้างหน้า
