Key	Value
被享乐之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时贪图享乐而倍加惜命，因此御器技能，术法技能降低2级，护体技能突破极限3级。	กลายเป็นคนเจ้าสำราญ ประสิทธิภาพในการฝึก,ความเร็วในการเรียนรู้และสถานะจิตลดลงอย่างมาก ในสถานะนี้ตัวละครจะมีความสำราญมากเกินไปจนเสี่ยงที่จะตาย ลดทักษะความเชี่ยวชาญของวิเศษและเวทมนต์ 2 ระดับ และเพิ่มระดับการป้องกัน 3 ระดับ
傲慢	หยิ่ง
获得成功{0}({1:N0})次（炼丹，炼器，突破，击败相同或更高境界的敌人）	ประสบความสำเร็จ {0} ({1:N0}) ครั้ง ค่านี้นับการเล่นแร่แปรธาตุ,การประดิษฐ์ของวิเศษและการต่อสู้กับศัตรูที่ระดับเท่ากันหรือเก่งกว่า
被傲慢之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时傲慢自得而心态优越，因此御器技能，术法技能，护体技能均突破极限1级。	กลายเป็นคนหยิ่ง ประสิทธิภาพในการฝึก,ความเร็วในการเรียนรู้และสถานะจิตลดลงอย่างมาก ในสถานะนีั้ตัวละครจะหยิ่งมากจึงได้รับความมั่นใจในการต่อสู้ เพิ่มระดับของทักษะความเชี่ยวชาญการสร้างของวิเศษ,เวทมนต์และเระดับการป้องกัน 1 ระดับ
悲悯	เห็นใจ
累计获得{0}({1:N0})点功德	ได้รับคุณธรรม {0} ({1:N0})
被悲悯之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时心怀悲悯而心态优越，因此御器技能，术法技能，护体技能均突破极限1级。	กลายเป็นคนที่เห็นอกเห็นใจผู้อื่น ประสิทธิภาพในการฝึก,ความเร็วในการเรียนรู้และสถานะจิตลดลงอย่างมาก เมื่ออยู่ในสถานะนี้ตัวละครจะกลายเป็นคนขี้สงสารจึงได้รับความมั่นใจในการต่อสู้ เพิ่มระดับของทักษะความเชี่ยวชาญการสร้างของวิเศษ,เวทมนต์และเระดับการป้องกัน 1 ระดับ
焦虑	กังวล
处在瓶颈状态不突破累积{0}({1:N0})秒	อยู่ในสถานะพร้อมที่จะก้าวไปขั้นต่อไปแต่ไม่ยังไม่ข้ามเป็นเวลา {0} ({1:N0}) วินาที
被焦虑之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时焦躁惶恐而急进难安，因此御器技能突破极限4级，术法技能，护体技能降低3级。	มีความวิตกกังวล ประสิทธิภาพในการฝึก,ความเร็วในการเรียนรู้และสถานะจิตลดลงอย่างมาก ในสถานะนี้ตัวละครจะวิตกกังวลเกินไปที่จะคิดก่อนที่จะลงมือทำ เพิ่มความเชี่ยวชาญของวิเศษ 4 ระดับและลดระดับเวทย์และการป้องกันลง 3 ระดับ
抑郁	หดหู่
情绪低于50累计{0}({1:N0})秒	อารมณ์ต่ำกว่า 50 เป็นเวลา {0} ({1:N0}) วินาที
被抑郁之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时情绪低沉而心静消极，因此术法技能突破极限4级，御器技能，护体技能降低3级。	มีปัญหากับภาวะซึมเศร้า ประสิทธิภาพในการฝึก,ความเร็วในการเรียนรู้และสถานะจิตลดลงอย่างมาก ในสถานะนี้ตัวละครจะหดหู่เกินกว่าที่จะคิดบวก เพิ่มเวทย์ 4 ระดับและลดระดับความเชี่ยวชาญของวิเศษและการป้องกัน 3 ระดับ
动	เคลื่อนไหว
神修在心境为“动”时，心境会自然提高，情绪越好，提高速度越快。	เมื่อสถานะจิตเป็น 'เคลื่อนไหว' สถานะจิตจะค่อย ๆ ขึ้นตามธรรมชาติเนื่องจากอารมณ์ที่ดีขึ้นหมายถึงการเพิ่มขึ้นเร็ว
欲动中求静，需在放纵之下保持心境为100，持续{0:N1}天。	ในการแสวงหาจิตใจที่ 'มั่นคง' ให้รักษาสถานะจิตไว้ที่ 100 ในระหว่างการพักผ่อนเป็นเวลา {0:N1} วัน
静	เงียบสงบ
神修在心境为“静”时，心境会匀速自然提高，不收任何外部条件影响。	เมื่อสถานะจิตเป็น 'คงที่' สถานะจิตจะค่อย ๆ ขึ้นตามธรรมชาติโดยไม่ได้รับผลกระทบจากปัจจัยภายนอก
欲静中求寂，需在心斋之下保持心境200，且心绪低于50，持续{0:N1}天。角色悟性越高，需要持续的时间越长。	ในการแสวงหาจิตใจที่ 'นิ่ง' รักษาสถานะจิตให้อยู่ที่ 200 และความทุกข์ต่ำกว่า 50 ในระหว่างการอดอาหารเป็นเวลา {0:N1} วัน ยิ่งความฉลาดของตัวละครมากเท่าไหร่ก็ยิ่งต้องใช้เวลานานขึ้นในการบรรลุสถานะจิตนี้
